,SE-255,2X4989,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,Motor 250 w 1/4 HP,,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,24000,,11/11/2546,11/11/2546,11/11/2546,active,คัน,,,
,SE-265,5983976,จักรอุตสาหกรรม  (พ้ง),ASP,Pegasus,R53-01,Motor 250 w,,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,8800,,28/11/2546,28/11/2546,28/11/2546,active,คัน,,,
,SE-270,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-4400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,,13/2/2547,13/2/2547,active,คัน,,,
,SE-272,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-4400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,,13/2/2547,13/2/2547,active,คัน,,,
,SE-273,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-4400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,,21/2/2547,21/2/2547,active,คัน,,,
,SE-276,4X0750,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-4400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,,21/2/2547,21/2/2547,active,คัน,,,
,SE-277,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-4400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,,21/2/2547,21/2/2547,active,คัน,,,
,SE-283,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,30000,,24/2/2547,24/2/2547,24/2/2547,active,คัน,,,
,SE-285,0X3967,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,,,25/4/2550,25/4/2550,25/4/2550,active,คัน,,,
,SE-288,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,2/5/2550,2/5/2550,15/5/2550,active,คัน,,,
,SE-293,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,2/5/2550,2/5/2550,15/5/2550,active,คัน,,,
,SE-295,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,2/5/2550,2/5/2550,15/5/2550,active,คัน,,,
,SE-298,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,2/5/2550,2/5/2550,15/5/2550,active,คัน,,,
,SE-299,,จักรอุตสาหกรรม ,ASP,Mitsubishi,Lu2-400-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,2/5/2550,2/5/2550,15/5/2550,active,คัน,,,
,SE-303,,จักรอุตสาหกรรม (เข็มคู่),ASP,Mitsubishi,Lu2-4420-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,,,3/5/2550,3/5/2550,15/5/2550,active,คัน,,,
,SE-305,,จักรอุตสาหกรรม (เข็มคู่),ASP,Mitsubishi,Lu2-4420-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,,,,3/5/2550,3/5/2550,15/5/2550,active,คัน,,,
,SE-309,7Y2503,จักรอุตสาหกรรม (เข็มคู่),ASP,Mitsubishi,Lu2-4420-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,,02-2258966,27/7/2550,27/7/2550,3/8/2550,active,คัน,,,
,SE-312,9227-7,จักรอุตสาหกรรม (เข็มคู่),ASP,Mitsubishi,Lu2-4420-BOB,"Motor 250w , 1/4 HP",,1,เย็บเบาะรถยนต์,,,ห.จ.ก มานะชัยรวมจักร,,02-2258966,27/7/2550,27/7/2550,3/8/2550,active,คัน,,,
,SE-313,0322581,จักรโพ้ง,ASP,Pegasus,M852-13H,,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,30000,02-2258966,8/11/2557,10/11/2557,10/11/2557,active,คัน,,,
,SE-317,0650437,จักรโพ้ง,ASP,Pegasus,M952-17-4 ,,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,33220,081-4435042,12/5/2559,,12/5/2559,active,คัน,,,
,SE-318,0650444,จักรโพ้ง,ASP,Pegasus,M952-17-4 ,,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,33220,081-4435042,12/5/2559,,12/5/2559,active,คัน,,,
,SE-319,0650451,จักรโพ้ง,ASP,Pegasus,M952-17-4 ,,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,33220,081-4435042,12/5/2559,,12/5/2559,active,คัน,,,
,SE-332,0683988,จักรโพ้ง,ASP,Pegasus,M952-17-4 / D22Z,,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,27500,02-6375000 / K'ณัฐรินีย์ (วา),28/6/2561,28/6/2561,28/6/2561,active,คัน,,,
,SE-333,0879414,จักรโพ้ง,ASP,Pegasus,M952-17-4 / D22Z,"1/3 HP 2,850 rpm",,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,27500,02-6375000 / K'ณัฐรินีย์ (วา),24/9/2561,24/9/2561,24/9/2561,active,คัน,,,
,SE-334,0879423,จักรโพ้ง,ASP,Pegasus,M952-17-4 / D22Z,"1/3 HP 2,850 rpm",,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,27500,02-6375000 / K'ณัฐรินีย์ (วา),24/9/2561,24/9/2561,24/9/2561,active,คัน,,,
,SE-335,0886292,จักรโพ้ง,ASP,Pegasus,M952-17-4 / D22Z,550w / 15A,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,"28,920",02-6375000 / K'ณัฐรินีย์ (วา),25/3/2562,26/3/2562,26/3/2562,active,คัน,,,
,SE-336,0886294,จักรโพ้ง,ASP,Pegasus,M952-17-4 / D22Z,550w / 15A,,1,เย็บเบาะรถยนต์,,"Pegasus sewing machine MFG,CO,LTD",บ.พาราวินเซอร์ จำกัด,"28,920",02-6375000 / K'ณัฐรินีย์ (วา),25/3/2562,26/3/2562,26/3/2562,active,คัน,,,
