machine_code,machine_name,document_no,work_date,start_date,completed_date,issue_description,solution_description,parts_used,work_hours,downtime_hours,labor_cost,parts_cost,other_cost,total_cost,reported_by,handled_by,approved_by,status,priority,note,attachments,branch,department
CS-127,sewing machine ,ASP076/65,04/08/2565,04/08/2565,04/08/2565,,กล่องใส่หลอดด้าย ,กล่องใส่หลอดด้าย 1 set,,,,,,1485,,พนม,,completed,,,,,
